arquivo,titulo,subtitulo,data_publicacao,data_atualizacao,tags,dateline,nome_operacao_encontrado,identidade_canonica,classificacao,crimes_mais_presentes,modus_operandi,fonte_classificacao,confianca_regex
pf-faz-operacao-de-combate-a-crimes-ambientais-na-fronteira-com-a-argentina-c4537043.md,PF faz operação de combate a crimes ambientais na fronteira com a Argentina,"A operação abrangeu os municípios de Capanema e Céu Azul, tendo por objetivo reprimir a caça e a pesca predatória ao longo do Rio Iguaçu",30/06/2022,03/11/2022,"[""Operação PF"", ""Crimes ambientais"", ""PR""]",Comunicação Social da Polícia Federal em Foz do Iguaçu/PR,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""fronteira_transnacional""]",regex,0.95
pf-faz-operacao-de-combate-a-fraudes-bancarias-no-amapa-4b0ca76d.md,PF faz operação de combate a fraudes bancárias no Amapá,Um dos investigados teria movimentado cerca de R$ 3 milhões de forma ilegal,24/09/2025,,"[""Operação PF"", ""Amapá""]",Macapá/AP.,Caronte,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""crimes_ciberneticos_financeiros"", ""crimes_sistema_financeiro""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-de-combate-a-pornografia-infantojuvenil-9cd81e0f.md,PF faz operação de combate a pornografia infantojuvenil,Ação ocorre no Norte da Bahia,09/08/2023,03/11/2023,"[""BA"", ""Operação PF"", ""Pornografia"", ""Internet""]",Juazeiro/BA.,Culto Pagano,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""atuacao_online"", ""busca_apreensao"", ""cumprimento_mandado""]",regex,0.935
pf-faz-operacao-de-combate-abuso-sexual-infantojuvenil-no-acre-7ffdb087.md,PF faz operação de combate abuso sexual infantojuvenil no Acre,Um homem foi preso em flagrante,11/04/2024,11/04/2024,"[""Acre"", ""Operação PF"", ""Abuso sexual"", ""Infantojuvenil""]",Rio Branco/Acre.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""prisao"", ""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-faz-operacao-de-combate-ao-abuso-sexual-infantil-324e76e4.md,PF faz operação de combate ao abuso sexual infantil,Uma pessoa foi presa em flagrante,07/03/2024,,"[""Bahia"", ""Operação PF"", ""Abuso Sexual"", ""Infantojuvenil""]",Porto Seguro/BA.,Limpeza,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-faz-operacao-de-combate-ao-abuso-sexual-infantojuvenil-via-internet-e-realiza-duas-prisoes-de4872be.md,PF faz operação de combate ao abuso sexual infantojuvenil via internet e realiza duas prisões,Os investigados são suspeitos de terem compartilhado arquivos de abuso e exploração sexual de crianças e adolescentes,28/08/2025,,"[""Alagoas"", ""Operação PF""]",Maceió/AL.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.915
pf-faz-operacao-de-combate-ao-trafico-interestadual-de-drogas-60baccca.md,PF faz operação de combate ao tráfico interestadual de drogas,"Foram cumpridos 27 mandados judiciais, que resultaram na prisão de sete pessoas, além de apreensão de armas, munições, veículos e cerca de R$ 60 mil em espécie",07/02/2024,,"[""Rondônia"", ""Operação PF"", ""Tráfico de drogas"", ""Destaque""]",Porto Velho/RO.,Regresso,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""crimes_armas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-de-combate-fraudes-em-licitacao-7d0af504.md,PF faz operação de combate fraudes em licitação,Verba do FUNDEB teria sido usada de maneira irregular,05/07/2023,,"[""Operação PF"", ""Fraude"", ""licitação"", ""PA""]",Redenção/PA.,Transportari,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""crimes_armas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-de-repressao-a-crime-eleitoral-em-alagoas-57b63303.md,PF faz operação de repressão a crime eleitoral em Alagoas,"Policiais federais deram cumprimento a mandado de busca e apreensão, prisão preventiva e identificação criminal, expedidos pela 2ª Zona Eleitoral de Maceió/AL",14/03/2024,,"[""Alagoas"", ""Operação PF"", ""Crime eleitoral""]",Maceió/AL.,Mimetista,crime_eleitoral,Por crime,"[""crime_eleitoral""]","[""cumprimento_mandado"", ""busca_apreensao""]",llm,0.0
pf-faz-operacao-de-repressao-ao-trafico-interestadual-de-drogas-no-acre-a2720242.md,PF faz operação de repressão ao tráfico interestadual de drogas no Acre,Foram cumpridos dois mandados judiciais,22/07/2024,,"[""Acre"", ""Operação PF"", ""Tráfico""]",Rio Branco/AC.,Liberatus,crime_trafico_drogas,Por crime,"[""trafico_drogas""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-e-mira-organizacao-criminosa-bfa0886b.md,PF faz operação e mira organização criminosa,Dois mandados de busca e apreensão estão sendo cumpridos em Novo Oriente/CE,14/06/2023,,"[""Operação PF"", ""Ceará"", ""Fraude INSS""]",Fortaleza/CE.,Oriente 327,crime_fraude_previdenciaria,Por crime,"[""fraude_previdenciaria"", ""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-em-combate-ao-abuso-sexual-infantojuvenil-e0360bc4.md,PF faz operação em combate ao abuso sexual infantojuvenil,Foi cumprido um mandado de busca e apreensão,15/07/2024,,"[""Alagoas"", ""Operação PF""]",Maceió/AL.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-em-sete-estados-contra-organizacao-criminosa-que-praticava-crimes-de-lavagem-de-dinheiro-falsidade-material-e-ideologica-4b8a3314.md,"PF faz operação em sete estados contra organização criminosa que praticava crimes de lavagem de dinheiro, falsidade material e ideológica","Investigações identificaram transações suspeitas com movimentação de mais de R$ 5,5 bilhões, decorrentes de atividades ilícitas",02/07/2024,02/07/2024,"[""Minas Gerais"", ""Operação PF"", ""Tráfico internacional de drogas"", ""Destaque""]",Uberlândia/MG.,Terra Fertil,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-em-teresina-contra-abuso-sexual-infantojuvenil-fd8c5fee.md,PF faz operação em Teresina contra abuso sexual infantojuvenil,A Operação Carcará 13 reprime crimes de abuso e exploração sexual de crianças e adolescentes,15/10/2024,,"[""Piauí"", ""Operação PF""]",Teresina/PI.,Carcara 13,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-faz-operacao-em-terra-indigena-em-mato-grosso-066a19b9.md,PF faz operação em terra indígena em Mato Grosso,"Trabalho contou com Funai, Ibama e Força Nacional",12/05/2025,,"[""Mato Grosso"", ""Operação PF""]",Cáceres/MT.,,crimes_ambientais,Por crime,"[""crimes_ambientais""]","[""cooperacao_interagencias""]",regex,0.95
pf-faz-operacao-em-tres-estados-e-no-df-contra-fraude-a-licitacao-f7558b3c.md,PF e CGU fazem operação em três estados e no DF contra fraude a licitação,"Além de buscas, houve a efetivação de medidas cautelares de suspensão de pagamentos de contratos públicos e de afastamento de função pública",28/05/2024,28/05/2024,"[""Mato Grosso"", ""Operação PF"", ""Fraude"", ""Licitação""]",Cuiabá/MT.,Miasma,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio""]","[""busca_apreensao"", ""fiscalizacao""]",regex,0.923
pf-faz-operacao-para-apurar-crime-de-difamacao-eleitoral-cometido-por-meio-de-inteligencia-artificial-3e79e06f.md,PF faz operação para apurar crime de difamação eleitoral cometido por meio de inteligência artificial,"Em dezembro último, circulou um áudio falso com ofensas a professores, sendo estas atribuídas ao prefeito de Manaus",09/02/2024,09/02/2024,"[""Amazonas"", ""Operação PF"", ""Destaque"", ""Difamação Eleitoral"", ""Inteligência Artificial""]",Manaus/AM.,Nirmata,noticia_sem_crime_especifico,Outras,[],"[""atuacao_online"", ""busca_apreensao""]",llm,0.0
pf-faz-operacao-para-apurar-fraudes-de-r-16-mi-em-beneficio-social-d4baf493.md,PF faz operação para apurar fraudes de R$ 16 mi em benefício social,Servidor público da prefeitura do Acará/PA teria permitido 178 emissões de Amparo Social ao Idoso com indícios de fraudes,31/07/2025,,"[""Pará"", ""Operação PF""]",Belém/PA.,Fantasma,crime_fraude_previdenciaria,Por crime,"[""fraude_previdenciaria""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-para-apurar-subtracao-de-cabo-de-fibra-otica-d1db7614.md,PF faz operação para apurar subtração de cabo de fibra ótica,Estima-se que o delito alcançou 17km de cabeamento desviado,28/07/2023,28/07/2023,"[""SE"", ""Operação PF"", ""Furto"", ""Fibra ótica""]",Aracaju/SE.,,crime_roubo_furto,Por crime,"[""roubo_furto""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-para-coibir-a-lavagem-de-capitais-decorrente-de-fraudes-eletronicas-28002c7a.md,PF faz operação para coibir a lavagem de capitais decorrente de fraudes eletrônicas,"A operação de hoje busca a responsabilização criminal dos destinatários dos valores indevidos residentes no Espírito Santo, que, segundo o apurado, receberam cerca de R$ 4,5 milhões, fruto da fraude bancária",16/12/2025,,"[""Espírito Santo"", ""Operação PF""]",Vitória/ES.,Deep Shield,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""crimes_ciberneticos_financeiros""]","[""busca_apreensao"", ""combate_financeiro""]",regex,0.945
pf-faz-operacao-para-combater-comercio-ilegal-de-minerais-em-rondonia-duas-pessoas-foram-presas-em-flagrante-fb771d95.md,PF faz operação para combater comércio ilegal de minerais em Rondônia; duas pessoas foram presas em flagrante,Foram cumpridos sete mandados de busca e apreensão em três municípios do estado,29/02/2024,,"[""Rondônia"", ""Operação PF""]",Porto Velho/RO.,Vertex,crimes_ambientais,Por crime,"[""crimes_ambientais"", ""crimes_armas""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""comercializacao""]",regex,0.922
pf-faz-operacao-para-combater-contrabando-e-crimes-contra-a-saude-publica-bf09118f.md,PF faz operação para combater contrabando e crimes contra a saúde pública,Operação Zurich cumpre 3 mandados de busca e apreensão nas sedes de estabelecimentos envolvidos em esquema criminoso,21/07/2022,,"[""Operação PF"", ""São Paulo"", ""Suíça"", ""Destaque""]",São Paulo/SP,Zurich,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.91
pf-faz-operacao-para-combater-trafico-interestadual-de-drogas-em-rondonia-c738186b.md,PF faz operação para combater tráfico interestadual de drogas em Rondônia,"Foi cumprido um mandado de busca e apreensão em Rondonópolis/MT, com uma prisão em flagrante",26/03/2024,,"[""Rondônia"", ""Operação PF"", ""Tráfico de drogas""]",Ji-Paraná/RO.,Rota 364,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""crimes_armas""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-faz-operacao-para-desarticular-nucleo-de-lavagem-de-dinheiro-de-organizacao-criminosa-9a539928.md,PF faz operação para desarticular núcleo de lavagem de dinheiro de organização criminosa,Ação mira esquema milionário que operava a partir de fraude em investimentos em energia solar,05/02/2026,05/02/2026,"[""Operação PF"", ""Rio Grande do Norte""]",Natal/RN,Pleonexia II,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""crimes_sistema_financeiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""resgate_vitimas"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-para-desarticular-organizacao-criminosa-atuante-no-trafico-internacional-de-entorpecentes-891d1293.md,PF faz operação para desarticular organização criminosa atuante no tráfico internacional de entorpecentes,São cumpridos mandados em quatro estados brasileiros,06/07/2023,03/11/2023,"[""PR"", ""Operação PF"", ""Tráfico de drogas""]",Maringá/PR.,Catapulta,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-para-desarticular-organizacao-criminosa-internacional-especializada-em-trafico-de-drogas-6c274312.md,PF faz operação para desarticular organização criminosa internacional especializada em tráfico de drogas,"Ação é fruto de trabalho conjunto das Polícia Federal na Paraíba, Polícia Federal no Paraná e da Polícia da Itália",10/12/2024,,"[""Paraíba"", ""Operação PF""]",João Pessoa/PB,Conexao Paraiba,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""atuacao_online"", ""fronteira_transnacional"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacao-para-desarticular-organizacao-que-desviou-produtos-quimicos-para-o-trafico-bd7b121d.md,PF faz operação para desarticular organização que desviou produtos químicos para o tráfico,As empresas utilizadas pela organização criminosa chegaram a movimentar 550 toneladas de cafeína,12/08/2025,12/08/2025,"[""São Paulo"", ""Operação PF"", ""Destaque"", ""Tráfico de drogas""]",São José dos Campos/SP.,Caffeine Break,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede"", ""combate_financeiro""]",regex,0.95
pf-faz-operacao-para-erradicar-plantio-de-maconha-32db1a1e.md,PF faz operação para erradicar plantio de maconha,Local utilizado para o crime já havia sido alvo de ação da Corporação,31/05/2022,03/02/2023,"[""Operação PF"", ""Polícia Federal"", ""PM BA"", ""Destaque""]",Livramento de Nossa Senhora/BA.,Exstirpatio,crime_trafico_drogas,Por crime,"[""trafico_drogas""]","[""busca_apreensao"", ""cumprimento_mandado""]",regex,0.95
pf-faz-operacao-para-investigar-faccao-criminosa-atuante-no-acre-c888e203.md,PF faz operação para investigar facção criminosa atuante no Acre,Foram cumpridos seis mandados de busca e apreensão,09/07/2024,09/07/2024,"[""Acre"", ""Operação PF""]",Cruzeiro do Sul/AC.,Cerco,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao""]",regex,0.95
pf-faz-operacao-para-proteger-indigenas-vitimas-de-estelionato-em-dourados-7b5b45f1.md,PF faz operação para proteger indígenas vítimas de estelionato em Dourados,A ação visa combater a retenção ilegal de cartões bancários de indígenas das aldeias Bororó e Jaguapiru,13/09/2024,,"[""Mato Grosso do Sul"", ""Operação PF""]",Dourados/MS.,,crimes_ciberneticos_financeiros,Por crime,"[""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.945
pf-faz-operacao-para-reprimir-contrabando-de-cigarros-f35980e9.md,PF faz operação para reprimir contrabando de cigarros,Foi cumprido um mandado de busca e apreensão em Campo Grande,26/01/2026,26/01/2026,"[""Mato Grosso do Sul"", ""Operação PF""]",Campo Grande/MS.,Red-Haired,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""prisao""]",regex,0.87
pf-faz-operacao-para-reprimir-crime-organizado-e-trafico-internacional-de-drogas-51b32989.md,PF faz operação para reprimir crime organizado e tráfico internacional de drogas,"As ações acontecem, simultaneamente, nos municípios de paulistas de Santos, São Vicente, Praia Grande e Cubatão",18/10/2022,18/10/2022,"[""Operação PF"", ""Tráfico"", ""SP""]",São Paulo/SP,Genesis,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias"", ""combate_financeiro""]",regex,0.95
pf-faz-operacao-para-reprimir-trafico-de-drogas-86753985.md,PF faz operação para reprimir tráfico de drogas,"Ação visa identificar fornecedores, destinatários e demais responsáveis pela logística de transporte de entorpecente",14/02/2023,,"[""Operação PF"", ""Tráfico de drogas"", ""MS""]",Três Lagoas/MS,Duplex Latus,crime_trafico_drogas,Por crime,"[""trafico_drogas""]","[""prisao"", ""busca_apreensao""]",regex,0.95
pf-faz-operacao-para-reprimir-trafico-internacional-339fb099.md,PF faz operação para reprimir tráfico internacional,"Cinco mandados de prisão preventiva e 18 mandados de busca e apreensão estão sendo cumpridos em Cuiabá, Glória d'Oeste, Cáceres e Porto Espiridião/MT, Brasília/DF, Foz do Iguaçu/PR, Rio Verde e Jataí/GO, Santa Inês/MA, Fortaleza/CE, João Pessoa/PB, Orocó/PE, Campinas e Cosmópolis/SP",06/08/2025,,"[""Mato Grosso"", ""Operação PF""]",Barra do Garças/MT.,Venalis,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""fronteira_transnacional"", ""desarticulacao_rede"", ""combate_financeiro""]",regex,0.95
pf-faz-operacao-que-culmina-no-afastamento-de-servidor-publico-suspeito-de-desviar-r-600-mil-da-caixa-economica-federal-f1f66948.md,PF faz operação que culmina no afastamento de servidor público suspeito de desviar R$ 600 mil da Caixa Econômica Federal,A operação foi deflagrada com o objetivo de capturar servidor que fraudava cofre da agência para subtrair valores de forma indevida,13/05/2025,13/05/2025,"[""Rondônia"", ""Operação PF""]",Porto Velho/RO.,Cofre Corrompido,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio""]","[""busca_apreensao"", ""combate_financeiro""]",regex,0.95
pf-faz-operacao-trafico-interestadual-de-drogas-1f834894.md,PF faz operação tráfico interestadual de drogas,Três pessoas foram presas em flagrante,01/02/2024,,"[""Acre"", ""Operação PF"", ""Tráfico""]",Rio Branco/AC.,,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-faz-operacao-visando-a-falsificacao-de-documentos-e-estelionato-6011144b.md,PF faz operação visando à falsificação de documentos e estelionato,"Os delitos apurados na operação são associação criminosa, falsificação de documento público e estelionato qualificado, cujas penas máximas podem somar mais de 15 anos de prisão",11/07/2023,,"[""BA"", ""Operação PF"", ""Vitória da Conquista"", ""Fraude INSS""]",Vitória da Conquista/BA,Dupla Face,crime_falsificacoes,Por crime,"[""falsificacoes"", ""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""busca_apreensao"", ""resgate_vitimas"", ""desarticulacao_rede""]",regex,0.95
pf-faz-operacoes-contra-crimes-praticados-nas-eleicoes-de-2024-5538262b.md,PF faz operações contra crimes praticados nas eleições de 2024,Ação policial ocorreu em Poconé/MT,29/08/2025,,"[""Mato Grosso"", ""Operação PF""]",Cuiabá/MT.,Diobelia,crime_eleitoral,Por crime,"[""crime_eleitoral""]","[""busca_apreensao""]",llm,0.0
pf-faz-operacoes-contra-o-abuso-sexual-infantojuvenil-em-pernambuco-d81f9b71.md,PF faz operações contra o abuso sexual infantojuvenil em Pernambuco,"Investigações permitiram a localização dos suspeitos, os quais são alvos das ordens judiciais cumpridas nesta data",26/11/2024,,"[""Pernambuco"", ""Operação PF""]",Recife/PE.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-faz-prisao-abuso-sexual-infantojuvenil-f26cff62.md,PF faz prisão por crime de abuso sexual infantojuvenil,Ação ocorreu durante operação que cumpriu um mandado de busca e apreensão no município de Pelotas,14/08/2025,14/08/2025,"[""Rio Grande do Sul"", ""Operação PF""]",Pelotas/RS.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-faz-prisao-e-apreende-centenas-de-produtos-em-operacao-de-combate-ao-contrabando-97c5bd8c.md,PF faz prisão e apreende centenas de produtos em operação de combate ao contrabando,Ação ocorreu no Vale do Itajaí/SC,02/12/2025,,"[""Santa Catarina"", ""Operação PF""]",Itajaí/SC.,,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""prisao"", ""comercializacao""]",regex,0.95
pf-faz-prisao-e-cumpre-mandados-em-acao-que-investiga-acessos-indevidos-a-sistemas-federais-e-falsificacao-de-identidade-0df0e38d.md,PF faz prisão e cumpre mandados em ação que investiga acessos indevidos a sistemas federais e falsificação de identidade,Operação ocorreu no Ceará,07/05/2024,07/05/2024,"[""Ceará"", ""Operação PF"", ""Invasão a sistemas governamentais"", ""Destaque""]",Fortaleza/CE.,,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""falsificacoes"", ""crimes_ciberneticos_financeiros""]","[""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
pf-faz-prisao-e-resgata-vitima-de-abuso-sexual-infantil-em-navirai-bfabb647.md,PF faz prisão e resgata vítima de abuso sexual infantil em Naviraí,Ações ocorreram durante operação para reprimir essa prática criminosa,28/08/2024,,"[""Mato Grosso do Sul"", ""Operação PF""]",Naviraí/MS.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online"", ""resgate_vitimas"", ""prisao""]",regex,0.95
pf-faz-prisao-em-acao-de-combate-ao-contrabando-e-comercio-ilegal-de-cigarros-eletronicos-8b84ea42.md,PF faz prisão em ação de combate ao contrabando e comércio ilegal de cigarros eletrônicos,"Investigado utilizava as redes sociais para comercializar ""vapes"" e acessórios",09/08/2024,,"[""Rio Grande do Sul"", ""Operação PF""]",Porto Alegre/RS,Vape Fire,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""comercializacao"", ""prisao""]",regex,0.95
pf-faz-prisao-em-flagrante-durante-acao-contra-abuso-sexual-infantil-153efe8b.md,PF faz prisão em flagrante durante ação contra abuso sexual infantil,Em sua casa foi apreendido telefone celular contendo mídias de violência sexual,18/12/2023,,"[""Espírito Santo"", ""Operação PF""]",Vila Velha/ES.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.915
pf-faz-prisao-em-flagrante-durante-operacao-contra-abuso-sexual-infantojuvenil-6cb1c718.md,PF faz prisão em flagrante durante operação contra abuso sexual infantojuvenil,Homem foi detido no interior de Mato Grosso do Sul,04/04/2025,,"[""Mato Grosso do Sul"", ""Operação PF""]",Corumbá/MS.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""resgate_vitimas"", ""desarticulacao_rede""]",regex,0.95
pf-faz-prisao-em-flagrante-por-abuso-sexual-infantil-85e63c4d.md,PF faz prisão em flagrante por abuso sexual infantil,"A ação faz parte da operação Cauré, e no local foram apreendidos equipamentos de telefonia e informática do investigado",02/10/2024,,"[""Paraná"", ""Operação PF""]",Foz do Iguaçu/PR,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca"", ""crimes_ciberneticos_financeiros""]","[""prisao"", ""busca_apreensao"", ""atuacao_online""]",regex,0.95
pf-faz-prisao-em-flagrante-por-crime-de-abuso-sexual-infantojuvenil-413958f1.md,PF faz prisão em flagrante por crime de abuso sexual infantojuvenil,Foram cumpridas ainda duas buscas e apreensões,02/07/2024,,"[""São Paulo"", ""Operação PF"", ""Abuso sexual"", ""Minas Gerais""]",Santos/SP,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao""]",regex,0.95
pf-faz-prisao-em-flagrante-por-crime-de-abuso-sexual-infantojuvenil-em-foz-do-iguacu-pr-37c95bec.md,PF faz prisão em flagrante por crime de abuso sexual infantojuvenil em Foz do Iguaçu/PR,Prisão foi realizada durante o cumprimento de mandado de busca e apreensão expedido pela Justiça Estadual,19/12/2023,,"[""Paraná"", ""Operação PF"", ""Prisão"", ""Foz do Iguaçu""]",Foz do Iguaçu/PR,Urutaurana,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""cumprimento_mandado"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-faz-prisao-em-operacao-contra-abuso-sexual-infantojuvenil-c108965b.md,PF faz prisão em operação contra abuso sexual infantojuvenil,Ação ocorreu no Distrito Federal e ainda cumpriu mandado de busca e apreensão,25/01/2024,,"[""Distrito Federal"", ""Operação PF"", ""Abuso Sexual"", ""Infantojuvenil""]",Brasília/DF.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cumprimento_mandado""]",regex,0.95
pf-faz-prisao-em-operacao-contra-abuso-sexual-infantojuvenil-no-parana-eee5ca0a.md,PF faz prisão em operação contra abuso sexual infantojuvenil no Paraná,3ª fase da Operação Anjos da Rede cumpriu mandado de busca na cidade de Ponta Grossa,12/09/2025,,"[""Paraná"", ""Operação PF""]",Ponta Grossa/PR.,Anjos,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""atuacao_online"", ""prisao"", ""resgate_vitimas""]",regex,0.95
pf-faz-prisao-em-operacao-contra-comercio-de-cigarros-eletronicos-no-interior-de-sao-paulo-27a46102.md,PF faz prisão em operação contra comércio de cigarros eletrônicos no interior de São Paulo,Ação em Piracicaba ainda resultou na apreensão de 205 dispositivos eletrônicos fumígenos,10/03/2026,10/03/2026,"[""São Paulo"", ""Operação PF""]",Piracicaba/SP.,Candy,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho""]","[""busca_apreensao"", ""cumprimento_mandado"", ""prisao"", ""comercializacao""]",regex,0.95
pf-faz-prisao-em-operacao-contra-crimes-de-abuso-sexual-infantojuvenil-na-internet-9138f450.md,PF faz prisão em operação contra crimes de abuso sexual infantojuvenil na internet,Mandados de busca e apreensão foram cumpridos na capital; um suspeito foi preso em flagrante,03/03/2026,03/03/2026,"[""São Paulo"", ""Operação PF""]",São Paulo/SP.,Mujaki,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online"", ""resgate_vitimas""]",regex,0.95
pf-faz-prisao-em-operacao-contra-o-trafico-db2a9917.md,PF faz prisão em operação contra o tráfico,Ex-funcionário de hospital teria desviado grande quantidade de Fentanil,30/01/2024,,"[""Espírito Santo"", ""Operação PF"", ""Tráfico"", ""Fentanil""]",Vila Velha/ES.,,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""roubo_furto""]","[""busca_apreensao"", ""prisao"", ""comercializacao""]",regex,0.93
pf-faz-prisao-em-operacao-de-combate-ao-abuso-sexual-infantojuvenil-1-b830ef26.md,PF faz prisão em operação de combate ao abuso sexual infantojuvenil,Ações ocorreram no interior de São Paulo,25/07/2024,,"[""São Paulo"", ""Operação PF""]",Santos/SP.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""cumprimento_mandado"", ""prisao"", ""atuacao_online""]",regex,0.95
pf-faz-prisao-em-operacao-de-combate-crimes-relacionados-ao-abuso-sexual-infantojuvenil-c9825711.md,PF faz prisão em operação de combate crimes relacionados ao abuso sexual infantojuvenil,Individuo preso foi flagrado com imagens relacionadas a esse tipo de delito em seu celular,29/02/2024,,"[""Roraima"", ""Operação PF"", ""Abuso sexual"", ""Infantojuvenil""]",Boa Vista/RR.,,crimes_contra_crianca,Por crime,"[""crimes_contra_crianca""]","[""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
